Green_genes11	Green_genes_13_5
183955	183849
183985	183985
184153	184153
184154	2368865
184155	2774254
184208	730906
184209	184209
184320	184320
184325	184325
184436	184436
184670	184670
184732	184732
184785	289615
184822	3274
184943	3365024
184983	184983
185056	185056
185200	365484
185581	258367
185587	185587
185589	178642
185650	589597
185651	186263
185834	185834
185909	91147
185972	185972
186035	4350512
18607	513803
186077	186077
186078	297440
18609	18609
186123	4431592
186205	186205
186332	186332
186337	190220
18643	18643
186517	186517
186519	183401
186744	186744
186785	16054
186999	186999
187075	187075
187078	187078
187271	187271
187385	187385
187782	187782
187802	370075
187806	187806
187881	187281
187888	341920
187961	187961
188023	188023
188194	188194
188307	170462
188380	258366
188402	188402
18850	18850
188500	188500
188679	191615
188772	188772
188886	187998
189149	159741
1894	813080
189508	189508
18951	4179834
1896	3090148
189862	328035
190032	190032
190063	190063
190124	190124
190209	190209
190467	298325
190477	178474
190635	190635
190821	359809
190822	190822
190976	190976
190984	190984
191000	337465
191103	191103
191319	289257
191551	191551
191553	191553
191558	191558
191842	191842
19191	851938
192071	192071
192101	592009
192107	192107
192263	192263
192269	4349686
192309	1135374
192345	191990
192376	193053
192386	1107044
192415	192415
192573	307608
192607	249819
192739	4309550
192814	4329957
193038	193038
193211	4403691
193343	193343
193348	193348
193558	193558
193693	193693
193761	199702
193852	193852
193951	193951
194112	194112
194191	194191
194225	194225
19427	19427
194461	194461
194632	193587
194779	4346675
194841	1125402
194924	194924
1950	643126
195034	195034
195175	195175
195246	195246
195370	2317377
1956	1956
195654	195654
195946	195946
195991	1117497
195998	195998
195999	195999
196080	4354041
196097	182343
196167	196167
196191	196191
196195	177681
19636	19636
196433	108408
196508	196508
196702	196702
196708	815422
196731	196731
196860	636024
196974	196974
197050	197050
197052	197052
197095	197095
19731	4444764
197548	191091
197581	197581
19760	19020
197627	4339417
198089	4375014
198214	194471
198250	198250
19846	19846
198536	195774
198609	198609
198733	198733
198826	198826
19883	22148
198909	198909
19933	9236
19936	806092
199441	4339728
199561	199561
199654	199654
199655	4482689
199844	202137
199847	199847
199848	4335612
199963	199963
200033	2743763
200039	14348
200178	810986
200373	145163
200446	4444335
200579	827289
20059	633463
200651	625340
200652	1133373
200854	200854
201078	3963084
201079	201079
201331	201331
201339	201339
201471	813781
201472	2083564
201491	201491
201537	201537
201538	564081
201680	4301194
201687	201687
201726	201726
201801	201801
201913	1123812
201921	155335
202042	201285
202068	202068
202227	576201
202261	202261
202265	202265
202481	202481
202653	160585
202754	2954930
202756	2300927
202805	580913
20292	949659
20310	4455005
203173	1130026
20318	25923
203245	813385
203278	4333468
203309	839277
203397	203397
203408	203408
203562	993270
203762	204352
203852	359120
20396	214919
204690	207682
205290	360000
205298	172545
205531	4330852
205532	544146
205738	205738
206005	206005
206080	782042
206124	206124
206232	210115
206237	206237
206277	206277
206279	4111963
206356	228030
206493	206493
206523	186851
206642	246238
206913	206913
207022	207022
207023	207023
207125	207125
207510	207510
20765	262580
207687	204088
207728	1139660
207769	344791
208029	1105211
208184	204681
208196	1109067
208234	208234
208236	208236
208276	39529
208332	208332
208380	208380
208386	4405421
208388	680750
208443	291838
208727	417532
208818	239739
208891	208891
208911	4396250
208917	204600
208953	729559
209061	209061
209111	423830
209237	209237
209309	207831
20938	112168
209730	3275744
210056	210056
210165	210165
210543	724471
210745	210745
210945	210945
210947	210947
211013	194322
2111	745883
211157	216748
2113	2113
211365	211365
2114	2114
2115	2115
211658	211658
211784	211784
21195	21195
211973	211973
211976	257315
212460	212460
212910	4387767
213078	213078
213210	213210
213308	213308
213333	216839
213337	213337
213370	213370
213519	213519
213535	213535
213599	207633
213627	977942
213966	213966
214210	1121640
214214	214214
214306	214306
214392	214392
214395	4377480
214670	214670
214842	214842
214844	563302
21532	21532
215343	215343
215507	215507
215586	30701
215656	215656
215855	215855
216092	4426766
216097	216097
216099	216099
216191	216191
216194	339156
216254	4420570
216255	216255
216303	265152
216385	216385
216469	216469
21652	21652
216781	216781
216782	12300
21685	587616
216933	214919
217163	379009
217328	217328
217365	217365
217463	624373
21765	832619
21769	102017
217747	218446
217748	217748
217815	3879985
217821	754650
217826	4339417
217942	4334792
217949	221940
218000	218000
218005	218005
218162	218162
218165	364805
218287	161009
218322	218322
218434	4385099
218435	4386631
218783	218783
218836	218836
218985	217746
219355	219355
21943	21943
219534	219534
219538	219538
219582	219582
219788	221660
219789	219789
219876	553205
220063	220063
220181	1104728
220193	220193
220264	220264
220269	220269
220301	221121
220305	220305
220387	219611
220404	3424623
220521	1068955
220924	220924
220968	4451407
221149	221149
221237	221237
221272	221272
221331	226216
221332	226681
221334	221334
221384	221648
221429	221429
221589	221589
221752	548253
221754	4079757
221758	221758
221828	169695
221829	1086036
221888	221888
221915	920243
221947	221947
221997	221997
222037	220349
222289	222289
222326	746436
222372	222372
222510	1123831
222512	581747
222557	370183
222673	222673
222685	222685
222700	4424334
222701	222701
222767	170490
222914	222914
223220	223220
223449	1105138
223452	221708
223550	219626
223665	4324652
223743	223743
223883	223883
223920	161925
2241	2240
224129	224129
224198	224198
224230	331849
224253	224253
22449	22449
224706	224706
224877	224877
2251	1118571
225192	225192
225259	225259
225353	4347269
225544	902489
225546	225546
2256	2096960
225626	219248
225706	846759
226012	226012
226095	226095
226099	1144840
226220	226220
22635	165107
226421	4376159
226426	226426
226704	226704
226802	226802
226936	226936
226939	226062
227282	2333137
227285	227285
227361	220013
227369	224786
227415	227415
227597	646279
227654	227654
227860	3480259
228113	228113
228195	139278
228198	137356
228460	342714
228467	305073
228541	199307
228787	228787
228975	171396
229165	229165
229820	288109
229949	229949
230087	324875
230229	819561
230342	230342
230560	544125
230769	230769
230921	4405128
230931	1130295
230936	232283
231128	158563
231211	4392369
231310	231310
231318	334619
23149	23149
231606	261265
231684	258508
231727	1108367
231832	231832
231834	231834
231902	232748
231904	408877
23223	782413
232382	2825268
232563	460611
233334	233334
233411	233411
233592	141143
233682	92835
233893	168583
233990	233990
233991	233991
233996	1938968
234236	234236
234441	234441
234443	234443
234488	234488
235064	235064
235101	1058956
235371	235371
235372	212739
235373	235373
2355	2355
235525	235525
235634	235634
235720	235720
2358	2358
235890	235890
235898	235898
236022	4423731
236160	538443
236161	236161
236168	236168
236169	236169
236194	236194
236335	244248
236450	207133
236458	236458
23652	23652
23653	48887
236550	620677
236692	733853
236766	1119668
236767	236767
236821	236821
236825	1134454
236994	236994
237153	237153
237253	237253
237357	237357
23757	620319
237685	572079
237762	3879458
237767	626187
237881	4308422
237886	237886
237889	1062356
237924	2969888
238013	4482705
238014	238014
238017	1107235
238118	457044
238195	238195
238250	238250
238254	1133731
238356	421839
238358	238358
238440	238440
238442	585830
238448	238448
238600	4308422
238671	4396197
238682	238682
238766	238766
238830	238830
238831	107767
238864	238864
238940	238940
238944	238944
239050	407437
239053	193480
239059	864395
23926	23926
239262	239262
239263	934399
239396	239396
239397	239397
239403	239403
239441	239441
239644	239644
239649	239649
239761	239761
239765	239765
239769	239769
239930	104622
240168	240168
240169	642852
24034	24034
240393	622364
240402	240402
240560	16000
240609	240609
240642	4381639
240763	334656
240765	814752
240875	806883
240878	1106498
240932	1106988
240933	240933
241011	1111553
241092	822114
241113	241113
241214	241214
241255	352497
241292	241292
241352	241352
241532	241532
241605	4479762
241608	4439806
241683	227202
242070	242070
242101	674696
242102	4483076
242184	242184
242186	246738
242473	15623
242531	67771
242737	242737
242741	242741
242779	620696
242845	242845
242961	242961
242966	242966
243032	4361193
243129	243129
243131	1147522
243136	243136
243139	243139
243175	243175
243267	12074
243349	243349
24335	24335
243468	243468
243500	243500
243583	4380322
243586	243586
243587	243587
243668	322987
243711	4005494
243715	920852
243796	3854077
243829	243829
243965	4456748
244025	818170
244028	554464
244149	244149
244196	244196
244229	4341023
244546	244546
244602	244602
244604	4374329
244641	244641
244931	2150330
244932	244932
244970	251509
244972	244972
244979	2361051
245082	556513
245129	113100
245203	245203
245217	699975
245241	719440
245246	832619
245248	245248
245523	245523
245525	242183
245527	245527
245675	245675
245697	251062
245713	245713
245715	106316
245798	464997
245910	245910
245916	245916
245919	1131423
246054	246054
246096	3117333
246099	4395263
2462	194872
2463	535420
246322	56514
246577	322759
246579	246579
246605	246605
246641	155913
246770	246770
246839	4473459
247010	247010
247016	247016
247055	247055
247191	85407
247197	1131823
247201	13074
247202	4302904
247203	624858
247518	247518
247622	626867
247626	247626
24765	24765
247938	1129425
248001	248001
248112	248112
248114	1013967
248117	248117
248216	807473
248359	171768
248392	1106732
248438	246770
24845	779627
248468	248468
248470	3944484
248472	248472
248473	248473
248474	4335578
248477	253768
248682	233793
248725	248725
248790	4304638
248838	247758
249152	249152
249391	249391
249563	253768
249874	4435422
249878	79175
249930	249930
249932	154519
249939	249939
250068	4342361
250150	194025
250185	250185
250266	2172155
250268	250268
250349	4270835
250408	250408
250443	250443
250637	250637
250740	250740
250742	250742
250746	250746
250747	591430
250749	250749
250850	250850
250887	143369
250968	250968
250969	15665
251079	715885
251135	407437
251338	776837
251424	251424
251580	251580
251711	54563
251712	304089
251756	1114496
251891	274387
251895	4279413
251897	251897
251993	463639
252121	252121
252268	252268
252291	620772
252310	252310
252313	252313
252314	52421
252315	4296699
252504	924533
252508	2545906
252742	242029
252778	630306
252788	252788
252875	4339599
252933	113916
252934	92263
252936	2377731
252937	252937
252938	252938
253005	4310127
253083	253083
253105	253105
253214	253214
253550	253550
253554	569880
253619	4479952
253712	253712
253719	508914
253790	253790
253909	253909
253988	4440970
254041	254041
254573	254573
254577	236687
254744	254744
254839	200370
254988	426919
255053	255053
255056	255056
255057	255057
255153	255153
255584	1024089
255593	255593
25562	25562
255625	255625
255731	4465540
255738	278913
255870	257496
255980	255980
256045	245029
256046	256046
256361	256361
256432	256432
256549	4449456
256583	679745
256584	4395236
256589	256589
256676	282165
256677	256677
256775	256775
256779	311482
256992	607006
256995	256995
256999	1139892
257022	163144
257108	24493
257184	1137136
257305	259198
257562	335968
257618	869089
257619	806466
257690	222489
257693	834022
257756	537992
257791	257791
257793	524002
257807	257807
258174	833556
258176	4450617
258177	258177
258178	1011771
258280	258280
258308	258308
258402	774969
258406	741571
25842	25842
258646	271320
258648	4424327
258649	258649
258765	258765
2588	2588
258811	594278
258814	258814
258815	265949
259037	4362502
259148	259148
25925	562956
259261	2530636
259356	259356
259482	963446
259498	259498
259590	259590
259654	266558
259756	4296844
259805	259805
259809	259809
259845	4303551
260191	260191
260192	260192
260352	261325
260358	260358
260496	260496
260752	260752
260756	260756
260783	339001
260787	260787
261254	261254
261381	261381
261382	261382
261386	261386
261406	1957
261725	261725
261728	340208
261768	261768
261859	261859
262254	648949
262286	262286
262375	828435
262378	262379
262443	4397737
262446	560802
262583	318496
262610	262610
262611	262611
262658	265793
262715	266544
262857	262857
26293	4304278
262954	262954
263044	263044
263074	263074
263106	263106
263255	515088
263276	563447
263334	262537
26352	2500552
263575	263575
263605	263605
263681	269386
263760	263760
263767	113341
263805	263805
263809	263809
263881	263881
263929	4400476
263960	281938
263961	263961
263962	263962
264035	1107945
264123	264123
264239	264239
264373	264373
264374	264374
264388	3802007
264455	264455
264506	264506
26459	26459
264646	264646
264825	264825
264826	268609
264955	264955
265020	265020
265193	260513
265197	265197
265199	303445
265379	265379
265444	754270
265449	5067
265519	265519
265576	265576
265604	265604
265607	1108599
265831	265831
265925	265925
265934	730865
265935	265935
265971	4310319
266075	1105589
266148	266148
266149	279809
266274	266274
266276	266276
266332	266332
266422	266422
266497	266497
266715	266715
266718	4387918
266754	266754
26683	2225714
266883	4298756
266912	259754
266927	269811
267000	103628
267006	267006
267176	267176
2674	91506
267466	212698
267469	4347549
267545	263943
267626	267626
26763	31440
2677	2677
267851	267851
268072	544146
268113	268113
268134	268134
268221	268221
268332	4354229
268501	268501
268506	268506
268507	1903533
268508	261188
268540	138179
268555	4326669
268585	268585
268620	268620
268621	268621
268626	268626
268710	510843
268892	268892
268910	268910
268953	3121406
268993	583939
269159	269159
269183	565274
269262	269262
269346	269346
269392	269392
269745	269926
269850	271353
